Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
  10123    0.1%    0.1%  T v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
   9910    0.1%    0.1%  T node::MakeCallback(v8::Isolate*, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
   9704    0.1%    0.1%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
   8583    0.1%    0.1%  T v8::Isolate::GetCurrentContext()
   8247    0.1%    0.1%  T v8::internal::TransitionsAccessor::Initialize()
   8149    0.1%    0.1%  T v8::internal::JSReceiver::GetCreationContext()
   8134    0.1%    0.1%  T v8::internal::HandleScope::Extend(v8::internal::Isolate*)
   8078    0.1%    0.1%  T v8::Function::Call(v8::Local<v8::Context>, v8::Local<v8::Value>, int, v8::Local<v8::Value>*)
   7990    0.1%    0.1%  T node::crypto::Hash::HashUpdate(v8::FunctionCallbackInfo<v8::Value> const&)
   7673    0.1%    0.1%  T v8::internal::IncrementalMarking::Step(unsigned long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceCompletionAction, v8::internal::StepOrigin)
   7669    0.1%    0.1%  t v8::internal::(anonymous namespace)::MakeStringThin(v8::internal::String*, v8::internal::String*, v8::internal::Isolate*)
   7630    0.1%    0.1%  T v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::Object::StoreFromKeyed)
   7316    0.1%    0.1%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8LengthHelper::Visitor>(v8::Utf8LengthHelper::Visitor*, v8::internal::String*, int)
   7264    0.1%    0.1%  t v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
   7075    0.1%    0.1%  T v8::Context::Enter()
   6929    0.1%    0.1%  T node::InternalCallbackScope::InternalCallbackScope(node::Environment*, v8::Local<v8::Object>, node::async_context const&, node::InternalCallbackScope::ResourceExpectation)
   6650    0.1%    0.1%  t ___vfwscanf
   6621    0.1%    0.1%  T v8::internal::Execution::Call(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*)
   6441    0.1%    0.1%  T node::MakeCallback(v8::Isolate*, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context)
   6302    0.1%    0.1%  t void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
   6264    0.1%    0.1%  t __os_unfair_lock_unlock_slow
   6117    0.1%    0.1%  t void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
   6069    0.1%    0.1%  T v8::internal::ThreadId::GetCurrentThreadId()
   5994    0.1%    0.1%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
   5847    0.1%    0.1%  t _mvm_allocate_pages
   5749    0.1%    0.1%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed, bool*)
   5705    0.1%    0.1%  T _mach_msg_server_once
   5645    0.1%    0.1%  T v8::internal::StringTable::LookupString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
   5626    0.1%    0.1%  t _szone_pressure_relief
   5602    0.1%    0.1%  t _uv__run_check
   5499    0.1%    0.1%  t void v8::internal::LookupIterator::NextInternal<true>(v8::internal::Map*, v8::internal::JSReceiver*)
   5465    0.1%    0.1%  t v8::(anonymous namespace)::CallDepthScope<true>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
   5456    0.1%    0.1%  T v8::CpuProfiler::SetIdle(bool)
   5366    0.1%    0.1%  T v8::internal::JSObject::AddDataElement(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow)
   5282    0.1%    0.1%  T v8::internal::TimerEventScope<v8::internal::TimerEventExecute>::LogTimerEvent(v8::internal::Logger::StartEnd)
   5259    0.1%    0.1%  T v8::internal::Heap::InitializeJSObjectFromMap(v8::internal::JSObject*, v8::internal::Object*, v8::internal::Map*)
   5051    0.1%    0.1%  T _uv_run
   5019    0.1%    0.1%  T v8::internal::Factory::NewJSArray(v8::internal::ElementsKind, int, int, v8::internal::ArrayStorageAllocationMode, v8::internal::PretenureFlag)
   4985    0.1%    0.1%  T v8::Object::Get(v8::Local<v8::Context>, v8::Local<v8::Value>)
   4914    0.1%    0.1%  T node::InternalCallbackScope::Close()
   4866    0.1%    0.1%  T v8::HandleScope::~HandleScope()
   4782    0.1%    0.1%  t v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<true>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
   4757    0.1%    0.1%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
   4675    0.1%    0.1%  T v8::internal::HandleScope::DeleteExtensions(v8::internal::Isolate*)
   4648    0.1%    0.1%  t _uv__hrtime
   4467    0.1%    0.1%  t _uv__run_timers
   4456    0.1%    0.1%  T v8::internal::Isolate::FireCallCompletedCallback()
   4391    0.1%    0.1%  T v8::internal::Logger::ApiEntryCall(char const*)
   4377    0.1%    0.1%  T _fputws_l
   4320    0.1%    0.1%  T __swrite
   4244    0.1%    0.1%  T v8::base::Thread::GetThreadLocal(int)
   4117    0.1%    0.1%  t v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
   4062    0.1%    0.1%  T v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
   3948    0.1%    0.1%  T node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
   3844    0.1%    0.1%  t v8::internal::Object* v8::internal::VisitWeakList<v8::internal::JSFunction>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
   3760    0.1%    0.1%  T v8::internal::Heap::CopyJSObject(v8::internal::JSObject*, v8::internal::AllocationSite*)
   3740    0.1%    0.1%  T v8::Isolate::GetCpuProfiler()
   3706    0.1%    0.1%  T node::crypto::Hash::HashDigest(v8::FunctionCallbackInfo<v8::Value> const&)
   3632    0.1%    0.1%  T v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
   3589    0.1%    0.1%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
   3480    0.1%    0.1%  T v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
   3461    0.0%    0.1%  T v8::internal::String::ComputeAndSetHash()
   3422    0.0%    0.1%  T v8::Object::Get(v8::Local<v8::Value>)
   3384    0.0%    0.0%  T v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
   3326    0.0%    0.0%  T v8::internal::GlobalHandles::MakeWeak(v8::internal::Object**, void*, void (*)(v8::WeakCallbackInfo<void> const&), v8::WeakCallbackType)
   3207    0.0%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
   3160    0.0%    0.0%  T void v8::internal::LookupIterator::Start<true>()
   3150    0.0%    0.0%  t node::Environment::StartProfilerIdleNotifier()::$_2::__invoke(uv_check_s*)
   3092    0.0%    0.0%  T v8::internal::Heap::AllocateJSObjectFromMap(v8::internal::Map*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
   3091    0.0%    0.0%  t v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::AddImpl(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, unsigned int)
   3071    0.0%    0.0%  T v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
   3070    0.0%    0.0%  T v8::Number::New(v8::Isolate*, double)
   3037    0.0%    0.0%  T node::AsyncWrap::EmitTraceEventBefore()
   2996    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedSmiElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)0> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
   2992    0.0%    0.0%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
   2962    0.0%    0.0%  t _uv__run_prepare
   2928    0.0%    0.0%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
   2896    0.0%    0.0%  T v8::internal::Log::MessageBuilder::Append(char const*, ...)
   2889    0.0%    0.0%  T v8::internal::Accessors::ArrayLengthSetter(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<v8::Boolean> const&)
   2886    0.0%    0.0%  T v8::internal::JSObject::GetElementsAccessor()
   2872    0.0%    0.0%  t v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
   2865    0.0%    0.0%  T v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
   2859    0.0%    0.0%  T v8::Object::Set(v8::Local<v8::Context>, unsigned int, v8::Local<v8::Value>)
   2844    0.0%    0.0%  T _pthread_atfork
   2843    0.0%    0.0%  T __pthread_wqthread
   2842    0.0%    0.0%  T void v8::internal::LookupIterator::Start<false>()
   2771    0.0%    0.0%  T v8::HandleScope::HandleScope(v8::Isolate*)
   2743    0.0%    0.0%  t _mach_error_string_int
   2723    0.0%    0.0%  t _mvm_deallocate_pages
   2674    0.0%    0.0%  t v8::internal::Scavenger::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)
   2659    0.0%    0.0%  t __pthread_mutex_lock_wait
   2658    0.0%    0.0%  t _small_free_list_add_ptr
   2535    0.0%    0.0%  t v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<false>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
   2518    0.0%    0.0%  T v8::internal::Heap::NotifyObjectLayoutChange(v8::internal::HeapObject*, int, v8::internal::PerThreadAssertScopeDebugOnly<(v8::internal::PerThreadAssertType)0, false> const&)
   2448    0.0%    0.0%  T node::InternalMakeCallback(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context)
   2392    0.0%    0.0%  T v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
   2385    0.0%    0.0%  t v8::Utf8LengthHelper::Calculate(v8::internal::ConsString*, unsigned char*)
   2383    0.0%    0.0%  t _szone_realloc
   2372    0.0%    0.0%  T v8::internal::JSObject::FastPropertyAt(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Representation, v8::internal::FieldIndex)
   2371    0.0%    0.0%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
   2359    0.0%    0.0%  T v8::internal::Heap::AllocateFixedArrayWithFiller(int, v8::internal::PretenureFlag, v8::internal::Object*)
   2284    0.0%    0.0%  T v8::internal::Heap::InitializeJSObjectBody(v8::internal::JSObject*, v8::internal::Map*, int)
   2284    0.0%    0.0%  T _swscanf_l
   2281    0.0%    0.0%  T v8::internal::Object::SetProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
   2279    0.0%    0.0%  T v8::HandleScope::CreateHandle(v8::internal::Isolate*, v8::internal::Object*)
   2258    0.0%    0.0%  t ___inaddr_to_index
   2166    0.0%    0.0%  T v8::base::TimeTicks::HighResolutionNow()
   2161    0.0%    0.0%  t _insert_node
   2158    0.0%    0.0%  T _pthread_setschedparam
   2083    0.0%    0.0%  T v8::Context::Exit()
   2062    0.0%    0.0%  T v8::internal::String::SlowAsArrayIndex(unsigned int*)
   2045    0.0%    0.0%  T _fmodf$fenv_access_off
   2038    0.0%    0.0%  T v8::Object::New(v8::Isolate*)
   2025    0.0%    0.0%  T v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, v8::internal::Handle<v8::internal::AllocationSite>)
   1954    0.0%    0.0%  T v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool)
   1930    0.0%    0.0%  T v8::Object::CreationContext()
   1927    0.0%    0.0%  T v8::internal::IsMoreGeneralElementsKindTransition(v8::internal::ElementsKind, v8::internal::ElementsKind)
   1890    0.0%    0.0%  t v8::internal::Builtin_Impl_ArraySlice(v8::internal::BuiltinArguments, v8::internal::Isolate*)
   1865    0.0%    0.0%  T v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
   1857    0.0%    0.0%  t _uv__queue_done
   1850    0.0%    0.0%  t v8::internal::Builtin_Impl_HandleApiCall(v8::internal::BuiltinArguments, v8::internal::Isolate*)
   1841    0.0%    0.0%  T v8::internal::LookupIterator::FetchValue() const
   1801    0.0%    0.0%  T v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
   1787    0.0%    0.0%  T v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
   1781    0.0%    0.0%  t __os_unfair_lock_lock_slow
   1774    0.0%    0.0%  T _uv_backend_timeout
   1763    0.0%    0.0%  T _fputwc
   1723    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
   1633    0.0%    0.0%  T v8::Integer::New(v8::Isolate*, int)
   1617    0.0%    0.0%  t _mvm_allocate_pages_securely
   1544    0.0%    0.0%  T v8::internal::Factory::NewNumberFromInt(int, v8::internal::PretenureFlag)
   1529    0.0%    0.0%  T v8::internal::Map::WeakCellForMap(v8::internal::Handle<v8::internal::Map>)
   1526    0.0%    0.0%  T v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
   1500    0.0%    0.0%  T __pthread_qos_class_decode
   1498    0.0%    0.0%  T v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
   1489    0.0%    0.0%  T v8::internal::Log::MessageBuilder::WriteToLogFile()
   1449    0.0%    0.0%  T node::AsyncWrap::EmitTraceEventAfter()
   1434    0.0%    0.0%  T v8::internal::JSObject::EnsureWritableFastElements(v8::internal::Handle<v8::internal::JSObject>)
   1428    0.0%    0.0%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
   1406    0.0%    0.0%  t v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int, v8::internal::(anonymous namespace)::CachingMode)
   1400    0.0%    0.0%  t v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
   1382    0.0%    0.0%  T v8::internal::ApiNatives::InstantiateObject(v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>)
   1372    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastSloppyArgumentsElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)7> >::Slice(v8::internal::Handle<v8::internal::JSObject>, unsigned int, unsigned int)
   1345    0.0%    0.0%  t _post
   1318    0.0%    0.0%  t _uv__next_timeout
   1315    0.0%    0.0%  T v8::internal::Factory::NewJSObject(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::PretenureFlag)
   1298    0.0%    0.0%  t _uv__fs_done
   1263    0.0%    0.0%  T v8::internal::Factory::NewHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
   1237    0.0%    0.0%  t _malloc_zone_register_while_locked
   1230    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Add(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, unsigned int)
   1230    0.0%    0.0%  T v8::internal::SaveContext::~SaveContext()
   1227    0.0%    0.0%  t v8::internal::(anonymous namespace)::ToDateString(double, v8::internal::Vector<char>, v8::internal::DateCache*, v8::internal::(anonymous namespace)::ToDateStringMode)
   1214    0.0%    0.0%  t v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<false>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
   1211    0.0%    0.0%  T _os_unfair_lock_lock_with_options_4Libc
   1204    0.0%    0.0%  T v8::internal::KeyAccumulator::CollectOwnPropertyNames(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::JSObject>)
   1197    0.0%    0.0%  t v8::internal::Handle<v8::internal::String> v8::internal::JsonParser<true>::ScanJsonString<true>()
   1189    0.0%    0.0%  T v8::internal::Runtime_StringBuilderJoin(int, v8::internal::Object**, v8::internal::Isolate*)
